Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Description,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,SampleName,Sample_Name,SRA_accession,SRAStudy,Title
ERR260180,49,WGS,202,3226205832,PRJEB1786,SAMEA1906431,2360268404,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234768,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906431,ERS235544,ERS235544,ERP002469,479
ERR260181,50,WGS,202,5014212670,PRJEB1786,SAMEA1906479,3664254391,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234769,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906479,ERS235545,ERS235545,ERP002469,483
ERR260182,51,WGS,202,4418154706,PRJEB1786,SAMEA1906455,3260311641,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234770,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906455,ERS235546,ERS235546,ERP002469,484
ERR260183,52,WGS,202,4621291764,PRJEB1786,SAMEA1906534,3398063238,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,ena,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234771,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906534,ERS235547,ERS235547,ERP002469,487
ERR260184,53,WGS,202,4346089994,PRJEB1786,SAMEA1906498,3224407146,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,ena,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234772,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906498,ERS235548,ERS235548,ERP002469,488
ERR260185,54,WGS,202,4266979118,PRJEB1786,SAMEA1906523,3138866714,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ncbi,ena,s3,gs","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234773,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906523,ERS235549,ERS235549,ERP002469,495
ERR260186,55,WGS,202,4022382974,PRJEB1786,SAMEA1906495,2952613124,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,s3,ena,gs","ncbi.public,gs.US,ena,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234774,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906495,ERS235550,ERS235550,ERP002469,497
ERR260187,56,WGS,202,2151950642,PRJEB1786,SAMEA1906468,1486750604,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234775,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906468,ERS235551,ERS235551,ERP002469,51
ERR260188,57,WGS,202,4182939644,PRJEB1786,SAMEA1906444,3063761793,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234776,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906444,ERS235552,ERS235552,ERP002469,517
ERR260205,74,WGS,202,3029874356,PRJEB1786,SAMEA1906565,2255079893,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234793,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906565,ERS235569,ERS235569,ERP002469,584
ERR260206,75,WGS,202,2766721482,PRJEB1786,SAMEA1906424,2072171582,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ncbi,ena,gs","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234794,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906424,ERS235570,ERS235570,ERP002469,587
ERR260207,76,WGS,202,3170606746,PRJEB1786,SAMEA1906446,2365673095,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234795,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906446,ERS235571,ERS235571,ERP002469,589
ERR260208,77,WGS,202,3833173412,PRJEB1786,SAMEA1906462,2826714836,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234796,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906462,ERS235572,ERS235572,ERP002469,591
ERR260209,78,WGS,202,2516923030,PRJEB1786,SAMEA1906484,1783170712,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234797,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906484,ERS235573,ERS235573,ERP002469,59
ERR260210,79,WGS,202,3514734754,PRJEB1786,SAMEA1906528,2639971357,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234798,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906528,ERS235574,ERS235574,ERP002469,598
ERR260211,80,WGS,202,3105065624,PRJEB1786,SAMEA1906501,2270765272,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ncbi,s3,ena","ena,ncbi.public,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234799,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906501,ERS235575,ERS235575,ERP002469,600
ERR260215,84,WGS,202,1545961348,PRJEB1786,SAMEA1906432,1073374237,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ncbi,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234803,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906432,ERS235579,ERS235579,ERP002469,614
ERR260216,85,WGS,202,979554560,PRJEB1786,SAMEA1906433,692314241,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,gs,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234804,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906433,ERS235580,ERS235580,ERP002469,617
ERR260225,94,WGS,202,1880622222,PRJEB1786,SAMEA1906418,1363576686,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ncbi,ena,gs","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234813,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906418,ERS235589,ERS235589,ERP002469,80
ERR260226,95,WGS,202,2757221826,PRJEB1786,SAMEA1906569,1984819787,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234814,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906569,ERS235590,ERS235590,ERP002469,88
ERR260228,97,WGS,202,3848483598,PRJEB1786,SAMEA1906526,2590193428,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234816,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906526,ERS235592,ERS235592,ERP002469,200
ERR260235,104,WGS,202,1521783362,PRJEB1786,SAMEA1906572,1129244020,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234823,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906572,ERS235599,ERS235599,ERP002469,235
ERR260238,107,WGS,202,2836099796,PRJEB1786,SAMEA1906497,2098794117,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234826,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906497,ERS235602,ERS235602,ERP002469,244
ERR260239,108,WGS,202,2577105900,PRJEB1786,SAMEA1906533,1790886106,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,gs,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234827,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906533,ERS235603,ERS235603,ERP002469,248
ERR260242,111,WGS,202,1601761828,PRJEB1786,SAMEA1906491,1110613725,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234830,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906491,ERS235606,ERS235606,ERP002469,264
ERR260243,112,WGS,202,2297022396,PRJEB1786,SAMEA1906417,1566168121,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,gs,ena,s3","gs.US,ena,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234831,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906417,ERS235607,ERS235607,ERP002469,268
ERR260244,113,WGS,202,1939606828,PRJEB1786,SAMEA1906438,1329445640,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,gs,s3,ena","ena,s3.us-east-1,ncbi.public,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234832,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906438,ERS235608,ERS235608,ERP002469,269
ERR260248,117,WGS,202,2282760388,PRJEB1786,SAMEA1906429,1584714611,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,ena,gs,s3","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234836,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906429,ERS235612,ERS235612,ERP002469,299
ERR260249,118,WGS,202,1954234860,PRJEB1786,SAMEA1906447,1442730259,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ncbi,gs,ena","ncbi.public,s3.us-east-1,gs.US,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234837,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906447,ERS235613,ERS235613,ERP002469,112
ERR260253,122,WGS,202,2480018034,PRJEB1786,SAMEA1906525,1806622082,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ncbi,s3,ena","ncbi.public,s3.us-east-1,gs.US,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234841,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906525,ERS235617,ERS235617,ERP002469,127
ERR260254,123,WGS,202,2607637392,PRJEB1786,SAMEA1906532,1928259076,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ncbi,s3,ena,gs","ncbi.public,ena,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234842,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906532,ERS235618,ERS235618,ERP002469,131
ERR260255,124,WGS,202,1999859186,PRJEB1786,SAMEA1906551,1428540488,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ena,ncbi.public,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234843,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906551,ERS235619,ERS235619,ERP002469,141
ERR260257,126,WGS,202,4552459456,PRJEB1786,SAMEA1906425,3319535236,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,ncbi,gs,s3","s3.us-east-1,ena,gs.US,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234845,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906425,ERS235621,ERS235621,ERP002469,144
ERR260258,127,WGS,202,2389231154,PRJEB1786,SAMEA1906486,1723693337,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ncbi,ena","ena,ncbi.public,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234846,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906486,ERS235622,ERS235622,ERP002469,146
ERR260261,130,WGS,202,4053706508,PRJEB1786,SAMEA1906451,2674106485,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ncbi,ena,s3","ncbi.public,s3.us-east-1,ena,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234849,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906451,ERS235625,ERS235625,ERP002469,158
ERR260262,131,WGS,202,2995481028,PRJEB1786,SAMEA1906466,2024172296,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234850,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906466,ERS235626,ERS235626,ERP002469,186
ERR260264,133,WGS,202,4952644484,PRJEB1786,SAMEA1906427,3321680010,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234852,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906427,ERS235628,ERS235628,ERP002469,193
ERR260265,134,WGS,202,4448436324,PRJEB1786,SAMEA1906563,2997495351,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234853,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906563,ERS235629,ERS235629,ERP002469,194
ERR275251,81,WGS,202,3014779704,PRJEB1786,SAMEA1906535,2200648523,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ncbi,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",Human gut metagenome,ERC000011,2013-05-21,2018-11-16,ERX249573,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-06-05T00:00:00Z,SAMEA1906535,ERS235576,ERS235576,ERP002469,60
ERR275252,82,WGS,202,3603680606,PRJEB1786,SAMEA1906554,2644290139,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-21,2018-11-16,ERX249574,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-06-05T00:00:00Z,SAMEA1906554,ERS235577,ERS235577,ERP002469,602
ERR260158,27,WGS,202,2106879392,PRJEB1786,SAMEA1906561,1481237999,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234746,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906561,ERS235522,ERS235522,ERP002469,397
ERR260227,96,WGS,202,2215989086,PRJEB1786,SAMEA1906576,1573140521,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234815,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906576,ERS235591,ERS235591,ERP002469,92
ERR260229,98,WGS,202,2900968460,PRJEB1786,SAMEA1906543,2135351197,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ncbi,gs,s3,ena","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234817,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906543,ERS235593,ERS235593,ERP002469,205
ERR260230,99,WGS,202,1996491240,PRJEB1786,SAMEA1906458,1486537168,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234818,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906458,ERS235594,ERS235594,ERP002469,224
ERR260231,100,WGS,202,2099276314,PRJEB1786,SAMEA1906487,1558328769,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234819,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906487,ERS235595,ERS235595,ERP002469,225
