Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR321179,MetaHIT-MH0053,WGS,150,1293656550,PRJEB4336,SAMEA2155953,851660844,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294312,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081222,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2155953,ERS328767,Illumina,ERS328767,ERP003612,Stool sample from danish
ERR321180,MetaHIT-MH0053,WGS,150,1952405250,PRJEB4336,SAMEA2155953,1741571035,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294313,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2155953,ERS328767,Illumina,ERS328767,ERP003612,Stool sample from danish
ERR321181,MetaHIT-MH0054,WGS,150,1273967250,PRJEB4336,SAMEA2146778,869717043,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294314,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081222,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146778,ERS328768,Illumina,ERS328768,ERP003612,Stool sample from danish
ERR321182,MetaHIT-MH0054,WGS,150,1895414100,PRJEB4336,SAMEA2146778,1677872316,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294315,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146778,ERS328768,Illumina,ERS328768,ERP003612,Stool sample from danish
ERR321183,MetaHIT-MH0055,WGS,150,1502789700,PRJEB4336,SAMEA2148733,1088519479,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294316,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081223,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2148733,ERS328769,Illumina,ERS328769,ERP003612,Stool sample from danish
ERR321184,MetaHIT-MH0055,WGS,150,2030312250,PRJEB4336,SAMEA2148733,1874570082,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294317,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2148733,ERS328769,Illumina,ERS328769,ERP003612,Stool sample from danish
ERR321185,MetaHIT-MH0056,WGS,150,1698677250,PRJEB4336,SAMEA2150283,1359320513,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294318,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081230,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150283,ERS328770,Illumina,ERS328770,ERP003612,Stool sample from danish
ERR321186,MetaHIT-MH0056,WGS,150,1986435750,PRJEB4336,SAMEA2150283,1834365716,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294319,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150283,ERS328770,Illumina,ERS328770,ERP003612,Stool sample from danish
ERR321187,MetaHIT-MH0057,WGS,150,1206901200,PRJEB4336,SAMEA2150839,828808857,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294320,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081222,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150839,ERS328771,Illumina,ERS328771,ERP003612,Stool sample from danish
ERR321189,MetaHIT-MH0058,WGS,150,1739268300,PRJEB4336,SAMEA2152254,1434536797,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294322,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081230,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152254,ERS328772,Illumina,ERS328772,ERP003612,Stool sample from danish
ERR321190,MetaHIT-MH0058,WGS,150,1996670400,PRJEB4336,SAMEA2152254,1826663009,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294323,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152254,ERS328772,Illumina,ERS328772,ERP003612,Stool sample from danish
ERR321202,MetaHIT-MH0064,WGS,150,1679461950,PRJEB4336,SAMEA2162348,1609377914,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294335,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090126,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2162348,ERS328778,Illumina,ERS328778,ERP003612,Stool sample from danish
ERR321203,MetaHIT-MH0065,WGS,150,1682568300,PRJEB4336,SAMEA2150814,1344019428,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294336,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081223,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150814,ERS328779,Illumina,ERS328779,ERP003612,Stool sample from danish
ERR321204,MetaHIT-MH0065,WGS,150,1660479000,PRJEB4336,SAMEA2150814,1610790289,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294337,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090126,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150814,ERS328779,Illumina,ERS328779,ERP003612,Stool sample from danish
ERR321206,MetaHIT-MH0066,WGS,150,1066883850,PRJEB4336,SAMEA2154930,944374782,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294339,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090126,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2154930,ERS328780,Illumina,ERS328780,ERP003612,Stool sample from danish
ERR321207,MetaHIT-MH0067,WGS,150,1740028950,PRJEB4336,SAMEA2162460,1372398209,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294340,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090103,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2162460,ERS328781,Illumina,ERS328781,ERP003612,Stool sample from danish
ERR321209,MetaHIT-MH0068,WGS,150,1664597700,PRJEB4336,SAMEA2153740,1362184865,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294342,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081223,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153740,ERS328782,Illumina,ERS328782,ERP003612,Stool sample from danish
ERR321210,MetaHIT-MH0068,WGS,150,1625203500,PRJEB4336,SAMEA2153740,1541060576,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294343,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090126,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153740,ERS328782,Illumina,ERS328782,ERP003612,Stool sample from danish
ERR321211,MetaHIT-MH0069,WGS,150,1628068650,PRJEB4336,SAMEA2143745,1014416540,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294344,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081209,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143745,ERS328783,Illumina,ERS328783,ERP003612,Stool sample from danish
ERR321212,MetaHIT-MH0069,WGS,150,1793851050,PRJEB4336,SAMEA2143745,1507923718,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294345,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090103,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143745,ERS328783,Illumina,ERS328783,ERP003612,Stool sample from danish
ERR321213,MetaHIT-MH0069,WGS,150,1806452250,PRJEB4336,SAMEA2143745,1712152174,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294346,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143745,ERS328783,Illumina,ERS328783,ERP003612,Stool sample from danish
ERR321214,MetaHIT-MH0070,WGS,150,1698060600,PRJEB4336,SAMEA2160621,1361961309,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294347,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2160621,ERS328784,Illumina,ERS328784,ERP003612,Stool sample from danish
ERR321220,MetaHIT-MH0073,WGS,150,1654177200,PRJEB4336,SAMEA2144640,1331962358,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294353,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081223,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2144640,ERS328787,Illumina,ERS328787,ERP003612,Stool sample from danish
ERR321221,MetaHIT-MH0073,WGS,150,1887966600,PRJEB4336,SAMEA2144640,1806123852,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294354,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2144640,ERS328787,Illumina,ERS328787,ERP003612,Stool sample from danish
ERR321233,MetaHIT-MH0079,WGS,150,494370750,PRJEB4336,SAMEA2152664,154584668,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294366,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090130,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152664,ERS328793,Illumina,ERS328793,ERP003612,Stool sample from danish
ERR321234,MetaHIT-MH0080,WGS,150,1955839050,PRJEB4336,SAMEA2153887,1751198188,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294367,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153887,ERS328794,Illumina,ERS328794,ERP003612,Stool sample from danish
ERR321236,MetaHIT-MH0081,WGS,150,1629901350,PRJEB4336,SAMEA2152904,1213238930,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294369,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152904,ERS328795,Illumina,ERS328795,ERP003612,Stool sample from danish
ERR321237,MetaHIT-MH0081,WGS,150,1958860500,PRJEB4336,SAMEA2152904,1847095201,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294370,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090130,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152904,ERS328795,Illumina,ERS328795,ERP003612,Stool sample from danish
ERR321249,MetaHIT-MH0087,WGS,148,762717260,PRJEB4336,SAMEA2147589,356935501,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294382,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2147589,ERS328801,Illumina,ERS328801,ERP003612,Stool sample from danish
ERR321250,MetaHIT-MH0087,WGS,147,787806810,PRJEB4336,SAMEA2147589,348763975,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294383,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2147589,ERS328801,Illumina,ERS328801,ERP003612,Stool sample from danish
ERR321251,MetaHIT-MH0087,WGS,147,774237093,PRJEB4336,SAMEA2147589,364342580,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294384,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2147589,ERS328801,Illumina,ERS328801,ERP003612,Stool sample from danish
ERR321252,MetaHIT-MH0088,WGS,150,4793691000,PRJEB4336,SAMEA1964852,3448677421,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294385,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964852,ERS328802,Illumina,ERS328802,ERP003612,Stool sample from danish
ERR321253,MetaHIT-MH0089,WGS,148,2529619700,PRJEB4336,SAMEA1969126,1913375202,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294386,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091023,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1969126,ERS328803,Illumina,ERS328803,ERP003612,Stool sample from danish
ERR321254,MetaHIT-MH0089,WGS,148,614411936,PRJEB4336,SAMEA1969126,278067648,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294387,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1969126,ERS328803,Illumina,ERS328803,ERP003612,Stool sample from danish
ERR321255,MetaHIT-MH0089,WGS,148,600334028,PRJEB4336,SAMEA1969126,296548328,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294388,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1969126,ERS328803,Illumina,ERS328803,ERP003612,Stool sample from danish
ERR321256,MetaHIT-MH0089,WGS,148,605450092,PRJEB4336,SAMEA1969126,299785399,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294389,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L5,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1969126,ERS328803,Illumina,ERS328803,ERP003612,Stool sample from danish
ERR321258,MetaHIT-MH0090,WGS,147,564865140,PRJEB4336,SAMEA2151677,254522397,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294391,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151677,ERS328804,Illumina,ERS328804,ERP003612,Stool sample from danish
ERR321259,MetaHIT-MH0090,WGS,148,619078228,PRJEB4336,SAMEA2151677,302808075,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294392,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L2,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151677,ERS328804,Illumina,ERS328804,ERP003612,Stool sample from danish
ERR321260,MetaHIT-MH0090,WGS,148,597096824,PRJEB4336,SAMEA2151677,296756993,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294393,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151677,ERS328804,Illumina,ERS328804,ERP003612,Stool sample from danish
ERR321261,MetaHIT-MH0091,WGS,148,4622255340,PRJEB4336,SAMEA2150876,3270088425,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294394,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091103,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150876,ERS328805,Illumina,ERS328805,ERP003612,Stool sample from danish
