Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,instrument_modelrun
ERR209740,V1.CD41-0,WGS,150,4435195924,PRJEB1220,SAMEA2042395,"Beijing Genome Institute\, Shenzhen\, China",3737008084,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184405,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100712,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042395,ERS199308,Illumina,ERS199308,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209741,V1.CD42-0,WGS,163,6300063299,PRJEB1220,SAMEA2042396,"Beijing Genome Institute\, Shenzhen\, China",5086032764,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184406,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100704,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042396,ERS199309,Illumina,ERS199309,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209742,V1.CD42-0,WGS,153,5853937328,PRJEB1220,SAMEA2042396,"Beijing Genome Institute\, Shenzhen\, China",4865004833,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184407,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100712,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042396,ERS199309,Illumina,ERS199309,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209743,V1.CD6-0,WGS,125,898599939,PRJEB1220,SAMEA2042397,"Beijing Genome Institute\, Shenzhen\, China",735432846,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184408,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer II,metagenome,90107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042397,ERS199310,Illumina,ERS199310,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209744,V1.CD6-0,WGS,116,414283540,PRJEB1220,SAMEA2042397,"Beijing Genome Institute\, Shenzhen\, China",398155337,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184409,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042397,ERS199310,Illumina,ERS199310,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209745,V1.CD6-4,WGS,163,2099923670,PRJEB1220,SAMEA1963786,"Beijing Genome Institute\, Shenzhen\, China",1422259036,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184410,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100518,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1963786,ERS199311,Illumina,ERS199311,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209746,V1.CD6-4,WGS,158,3601403233,PRJEB1220,SAMEA1963786,"Beijing Genome Institute\, Shenzhen\, China",2824855809,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184411,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100527,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1963786,ERS199311,Illumina,ERS199311,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209747,V1.CD7-0,WGS,137,3773870923,PRJEB1220,SAMEA2042398,"Beijing Genome Institute\, Shenzhen\, China",2137332872,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184412,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer IIx,metagenome,2010122,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042398,ERS199312,Illumina,ERS199312,ERP002061,Stool sample from spanish,
ERR209748,V1.CD7-4,WGS,166,2063521093,PRJEB1220,SAMEA2042399,"Beijing Genome Institute\, Shenzhen\, China",1395951299,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184413,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100518,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042399,ERS199313,Illumina,ERS199313,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209750,V1.CD8-0,WGS,114,655510540,PRJEB1220,SAMEA2042400,"Beijing Genome Institute\, Shenzhen\, China",562986458,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184415,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer II,metagenome,90109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042400,ERS199314,Illumina,ERS199314,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209751,V1.CD8-0,WGS,116,528508993,PRJEB1220,SAMEA2042400,"Beijing Genome Institute\, Shenzhen\, China",495446401,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184416,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042400,ERS199314,Illumina,ERS199314,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209764,V1.UC12-4,WGS,165,2514889813,PRJEB1220,SAMEA2042408,"Beijing Genome Institute\, Shenzhen\, China",1771764672,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184429,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100518,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042408,ERS199322,Illumina,ERS199322,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209765,V1.UC12-4,WGS,157,3273798837,PRJEB1220,SAMEA2042408,"Beijing Genome Institute\, Shenzhen\, China",2616817262,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184430,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100525,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042408,ERS199322,Illumina,ERS199322,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209766,V1.UC13-0,WGS,105,944016019,PRJEB1220,SAMEA2042439,"Beijing Genome Institute\, Shenzhen\, China",788352123,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184431,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer II,metagenome,90110,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042439,ERS199323,Illumina,ERS199323,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209767,V1.UC13-0,WGS,129,1064726016,PRJEB1220,SAMEA2042439,"Beijing Genome Institute\, Shenzhen\, China",741638387,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184432,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina Genome Analyzer II,metagenome,90129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042439,ERS199323,Illumina,ERS199323,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209768,V1.UC13-3,WGS,162,1746189554,PRJEB1220,SAMEA2042440,"Beijing Genome Institute\, Shenzhen\, China",1269183826,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184433,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100518,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042440,ERS199324,Illumina,ERS199324,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209769,V1.UC13-3,WGS,156,2095886898,PRJEB1220,SAMEA2042440,"Beijing Genome Institute\, Shenzhen\, China",1705530714,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184434,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:38Z,public,Illumina HiSeq 2000,metagenome,100525,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042440,ERS199324,Illumina,ERS199324,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209770,V1.UC14-0,WGS,109,1076534035,PRJEB1220,SAMEA2042441,"Beijing Genome Institute\, Shenzhen\, China",938703750,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184435,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer II,metagenome,90110,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042441,ERS199325,Illumina,ERS199325,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209771,V1.UC14-0,WGS,105,782874199,PRJEB1220,SAMEA2042441,"Beijing Genome Institute\, Shenzhen\, China",685846712,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184436,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042441,ERS199325,Illumina,ERS199325,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209772,V1.UC14-1,WGS,164,3060190288,PRJEB1220,SAMEA1966253,"Beijing Genome Institute\, Shenzhen\, China",2225444792,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184437,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100515,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1966253,ERS199326,Illumina,ERS199326,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209773,V1.UC14-1,WGS,160,4326268952,PRJEB1220,SAMEA1966253,"Beijing Genome Institute\, Shenzhen\, China",3423374578,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184438,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100525,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1966253,ERS199326,Illumina,ERS199326,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209774,V1.UC15-0,WGS,103,854064452,PRJEB1220,SAMEA2042442,"Beijing Genome Institute\, Shenzhen\, China",743704047,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184439,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer II,metagenome,90110,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042442,ERS199327,Illumina,ERS199327,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209788,V1.UC2-0,WGS,136,2848369518,PRJEB1220,SAMEA2042449,"Beijing Genome Institute\, Shenzhen\, China",1636675040,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184453,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,100130,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042449,ERS199334,Illumina,ERS199334,ERP002061,Stool sample from spanish,
ERR209789,V1.UC21-0,WGS,118,1275326220,PRJEB1220,SAMEA2042451,"Beijing Genome Institute\, Shenzhen\, China",948462461,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184454,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer II,metagenome,90112,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042451,ERS199336,Illumina,ERS199336,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209790,V1.UC21-0,WGS,106,297835468,PRJEB1220,SAMEA2042451,"Beijing Genome Institute\, Shenzhen\, China",283389445,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184455,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042451,ERS199336,Illumina,ERS199336,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209791,V1.UC21-4,WGS,162,1924978770,PRJEB1220,SAMEA2042452,"Beijing Genome Institute\, Shenzhen\, China",1450123894,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184456,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100515,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042452,ERS199337,Illumina,ERS199337,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209792,V1.UC21-4,WGS,156,3014142202,PRJEB1220,SAMEA2042452,"Beijing Genome Institute\, Shenzhen\, China",2465261752,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184457,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100525,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042452,ERS199337,Illumina,ERS199337,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209793,V1.UC23-0,WGS,140,2717792040,PRJEB1220,SAMEA2042453,"Beijing Genome Institute\, Shenzhen\, China",1670709833,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184458,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,20100205,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042453,ERS199338,Illumina,ERS199338,ERP002061,Stool sample from spanish,
ERR209794,V1.UC23-0,WGS,139,678902474,PRJEB1220,SAMEA2042453,"Beijing Genome Institute\, Shenzhen\, China",370306789,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184459,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,20100305,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042453,ERS199338,Illumina,ERS199338,ERP002061,Stool sample from spanish,
ERR209795,V1.UC23-1,WGS,165,1097036115,PRJEB1220,SAMEA2042504,"Beijing Genome Institute\, Shenzhen\, China",802762407,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184460,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100515,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042504,ERS199339,Illumina,ERS199339,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209796,V1.UC23-1,WGS,160,1472693572,PRJEB1220,SAMEA2042504,"Beijing Genome Institute\, Shenzhen\, China",1176577369,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184461,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100525,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042504,ERS199339,Illumina,ERS199339,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209797,V1.UC24-0,WGS,134,2897743794,PRJEB1220,SAMEA2042505,"Beijing Genome Institute\, Shenzhen\, China",1753652682,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184462,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,20100205,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042505,ERS199340,Illumina,ERS199340,ERP002061,Stool sample from spanish,
ERR209798,V1.UC24-0,WGS,132,543435542,PRJEB1220,SAMEA2042505,"Beijing Genome Institute\, Shenzhen\, China",309011471,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184463,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,20100305,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042505,ERS199340,Illumina,ERS199340,ERP002061,Stool sample from spanish,
ERR209799,V1.UC2-4,WGS,166,710878001,PRJEB1220,SAMEA2042450,"Beijing Genome Institute\, Shenzhen\, China",477717862,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184464,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100518,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042450,ERS199335,Illumina,ERS199335,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209800,V1.UC2-4,WGS,161,1662721288,PRJEB1220,SAMEA2042450,"Beijing Genome Institute\, Shenzhen\, China",1313009044,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184465,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina HiSeq 2000,metagenome,100527,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042450,ERS199335,Illumina,ERS199335,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209801,V1.UC25-0,WGS,136,405555108,PRJEB1220,SAMEA2042506,"Beijing Genome Institute\, Shenzhen\, China",248640807,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184466,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,20100208,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042506,ERS199341,Illumina,ERS199341,ERP002061,Stool sample from spanish,
ERR209802,V1.UC25-0,WGS,141,3851826541,PRJEB1220,SAMEA2042506,"Beijing Genome Institute\, Shenzhen\, China",2177494522,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184467,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:39Z,public,Illumina Genome Analyzer IIx,metagenome,2010123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042506,ERS199341,Illumina,ERS199341,ERP002061,Stool sample from spanish,
