Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Description,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1728573,713B053-11-0-0,WGS,74,55163466,PRJEB17632,SAMEA4545422,61409915,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-10-22,public,"fastq,sra","gs,ena,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798501,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545422,ERS1444601,Illumina,ERS1444601,ERP019502,713B053-11-0-0
ERR1728586,daisy-11-60-0,WGS,74,84056257,PRJEB17632,SAMEA4545485,77439830,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-17,public,"sra,fastq","ncbi,gs,s3,ena","ncbi.public,gs.US,ena,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798514,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545485,ERS1444664,Illumina,ERS1444664,ERP019502,daisy-11-60-0
ERR1728587,daisy-11-60-0,WGS,74,80476679,PRJEB17632,SAMEA4545485,74188910,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-17,public,"sra,fastq","ena,ncbi,gs,s3","ena,s3.us-east-1,gs.US,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798515,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545485,ERS1444664,Illumina,ERS1444664,ERP019502,daisy-11-60-0
ERR1728588,mickey1-11-0-0,WGS,73,88736075,PRJEB17632,SAMEA4545508,79062385,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-13,public,"sra,fastq","ncbi,s3,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798516,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545508,ERS1444687,Illumina,ERS1444687,ERP019502,mickey1-11-0-0
ERR1728589,mickey1-11-0-0,WGS,73,90845411,PRJEB17632,SAMEA4545508,80643406,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-13,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798517,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545508,ERS1444687,Illumina,ERS1444687,ERP019502,mickey1-11-0-0
ERR1728593,pluto2-11-30-0,WGS,74,79561073,PRJEB17632,SAMEA4545540,71482344,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-31,public,"fastq,sra","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,gs.US,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798521,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545540,ERS1444719,Illumina,ERS1444719,ERP019502,pluto2-11-30-0
ERR1728595,pluto2-11-30-0,WGS,74,79233822,PRJEB17632,SAMEA4545540,71435648,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-31,public,"sra,fastq","ncbi,gs,ena,s3","s3.us-east-1,ncbi.public,ena,gs.US",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798523,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545540,ERS1444719,Illumina,ERS1444719,ERP019502,pluto2-11-30-0
ERR1728596,pluto2-11-30-0,WGS,73,78460958,PRJEB17632,SAMEA4545540,70562626,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-31,public,"fastq,sra","ncbi,ena,s3,gs","gs.US,ena,s3.us-east-1,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798524,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545540,ERS1444719,Illumina,ERS1444719,ERP019502,pluto2-11-30-0
ERR1728602,scavenger-11-0-0,WGS,75,133818668,PRJEB17632,SAMEA4545548,120222676,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-01,public,"fastq,sra","s3,gs,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798530,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545548,ERS1444727,Illumina,ERS1444727,ERP019502,scavenger-11-0-0
ERR1728607,peacemaker-11-600-0,WGS,75,32747810,PRJEB17632,SAMEA4545529,29540216,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-01,public,"fastq,sra","gs,s3,ncbi,ena","ncbi.public,gs.US,ena,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798535,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545529,ERS1444708,Illumina,ERS1444708,ERP019502,peacemaker-11-600-0
ERR1728609,713B037-11-90-0,WGS,75,68952635,PRJEB17632,SAMEA4545403,76291088,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"sra,fastq","gs,ncbi,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798537,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545403,ERS1444582,Illumina,ERS1444582,ERP019502,713B037-11-90-0
ERR1728610,713B037-11-90-0,WGS,75,66779495,PRJEB17632,SAMEA4545403,73795838,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ena,s3.us-east-1,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798538,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545403,ERS1444582,Illumina,ERS1444582,ERP019502,713B037-11-90-0
ERR1728611,713B037-11-90-0,WGS,75,71406159,PRJEB17632,SAMEA4545403,79068411,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"sra,fastq","gs,s3,ena,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798539,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545403,ERS1444582,Illumina,ERS1444582,ERP019502,713B037-11-90-0
ERR1728612,713B005-11-0-0,WGS,72,95522678,PRJEB17632,SAMEA4545374,107196368,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"fastq,sra","ncbi,gs,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798540,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545374,ERS1444553,Illumina,ERS1444553,ERP019502,713B005-11-0-0
ERR1728613,713B005-11-0-0,WGS,72,99294066,PRJEB17632,SAMEA4545374,111101572,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798541,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545374,ERS1444553,Illumina,ERS1444553,ERP019502,713B005-11-0-0
ERR1728614,713B005-11-0-0,WGS,72,99762097,PRJEB17632,SAMEA4545374,111252028,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"sra,fastq","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798542,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545374,ERS1444553,Illumina,ERS1444553,ERP019502,713B005-11-0-0
ERR1728616,thistle4-11-0-0,WGS,73,49680538,PRJEB17632,SAMEA4545557,45956416,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-07-23,public,"sra,fastq","gs,ena,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798544,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545557,ERS1444736,Illumina,ERS1444736,ERP019502,thistle4-11-0-0
ERR1728617,thistle4-11-0-0,WGS,76,40199949,PRJEB17632,SAMEA4545557,36514047,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-07-23,public,"fastq,sra","ncbi,s3,gs,ena","gs.US,ncbi.public,s3.us-east-1,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798545,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545557,ERS1444736,Illumina,ERS1444736,ERP019502,thistle4-11-0-0
ERR1728625,713A040-11-0-0,WGS,73,94203033,PRJEB17632,SAMEA4545318,105192683,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-10-22,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798553,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545318,ERS1444497,Illumina,ERS1444497,ERP019502,713A040-11-0-0
ERR1728630,bugkiller-11-0-0,WGS,79,25138757,PRJEB17632,SAMEA4545467,21385390,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-01,public,"sra,fastq","gs,ncbi,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798558,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545467,ERS1444646,Illumina,ERS1444646,ERP019502,bugkiller-11-0-0
ERR1728632,713A005-11-90-0,WGS,75,55684552,PRJEB17632,SAMEA4545285,61045123,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"sra,fastq","s3,gs,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798560,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545285,ERS1444464,Illumina,ERS1444464,ERP019502,713A005-11-90-0
ERR1728633,713A005-11-90-0,WGS,75,57275088,PRJEB17632,SAMEA4545285,62862966,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"sra,fastq","ena,s3,gs,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798561,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545285,ERS1444464,Illumina,ERS1444464,ERP019502,713A005-11-90-0
ERR1728634,713A005-11-90-0,WGS,75,60444606,PRJEB17632,SAMEA4545285,66394956,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"fastq,sra","gs,s3,ncbi,ena","s3.us-east-1,gs.US,ncbi.public,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798562,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545285,ERS1444464,Illumina,ERS1444464,ERP019502,713A005-11-90-0
ERR1728636,713B007-11-0-0,WGS,78,60789632,PRJEB17632,SAMEA4545376,63358151,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-10-17,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798564,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545376,ERS1444555,Illumina,ERS1444555,ERP019502,713B007-11-0-0
ERR1728637,713B007-11-0-0,WGS,78,58615367,PRJEB17632,SAMEA4545376,60991821,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-10-17,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,s3.us-east-1,ena,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798565,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545376,ERS1444555,Illumina,ERS1444555,ERP019502,713B007-11-0-0
ERR1728641,713A038-11-90-0,WGS,73,125459060,PRJEB17632,SAMEA4545315,139838388,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"sra,fastq","s3,ncbi,gs,ena","gs.US,s3.us-east-1,ncbi.public,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798569,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545315,ERS1444494,Illumina,ERS1444494,ERP019502,713A038-11-90-0
ERR1728652,mickey2-11-7-0,WGS,77,92038835,PRJEB17632,SAMEA4545513,81416751,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-20,public,"sra,fastq","s3,gs,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798580,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545513,ERS1444692,Illumina,ERS1444692,ERP019502,mickey2-11-7-0
ERR1728653,mickey2-11-7-0,WGS,77,93935948,PRJEB17632,SAMEA4545513,83241913,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-20,public,"sra,fastq","ena,ncbi,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798581,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545513,ERS1444692,Illumina,ERS1444692,ERP019502,mickey2-11-7-0
ERR1728654,mickey2-11-7-0,WGS,77,96893874,PRJEB17632,SAMEA4545513,85539365,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-20,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798582,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545513,ERS1444692,Illumina,ERS1444692,ERP019502,mickey2-11-7-0
ERR1728655,mickey2-11-7-0,WGS,77,89367722,PRJEB17632,SAMEA4545513,79072507,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-20,public,"fastq,sra","ena,ncbi,s3,gs","ncbi.public,s3.us-east-1,ena,gs.US",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798583,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545513,ERS1444692,Illumina,ERS1444692,ERP019502,mickey2-11-7-0
ERR1728656,halbarad-11-0-0,WGS,80,48763268,PRJEB17632,SAMEA4545502,41325794,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2012-07-16,public,"fastq,sra","gs,ena,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798584,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545502,ERS1444681,Illumina,ERS1444681,ERP019502,halbarad-11-0-0
ERR1728657,halbarad-11-0-0,WGS,81,45654180,PRJEB17632,SAMEA4545502,38488586,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2012-07-16,public,"fastq,sra","s3,ncbi,gs,ena","ena,s3.us-east-1,gs.US,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798585,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545502,ERS1444681,Illumina,ERS1444681,ERP019502,halbarad-11-0-0
ERR1728658,halbarad-11-0-0,WGS,81,44315475,PRJEB17632,SAMEA4545502,37215381,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2012-07-16,public,"fastq,sra","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ena,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798586,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545502,ERS1444681,Illumina,ERS1444681,ERP019502,halbarad-11-0-0
ERR1728659,halbarad-11-0-0,WGS,82,40487674,PRJEB17632,SAMEA4545502,33600950,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2012-07-16,public,"sra,fastq","gs,ena,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798587,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545502,ERS1444681,Illumina,ERS1444681,ERP019502,halbarad-11-0-0
ERR1728660,713A057-11-0-0,WGS,74,87810144,PRJEB17632,SAMEA4545336,97375435,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"sra,fastq","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798588,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545336,ERS1444515,Illumina,ERS1444515,ERP019502,713A057-11-0-0
