Run,analysis_typeexp,analysis_typerun,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Consent,data_typeexp,data_typerun,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Experiment,flowcell_barcoderun,geo_loc_name_country,geo_loc_name_country_continent,GEOGRAPHIC_LOCATION,gssr_idexp,gssr_idrun,instrument_namerun,Instrument,Isolation_source,lanerun,LibraryName,library_typeexp,library_typerun,LibraryLayout,LibrarySelection,LibrarySource,lsidexp,lsidrun,material_typeexp,Organism,Platform,product_orderexp,product_orderrun,product_part_numberexp,product_part_numberrun,projectexp,projectrun,read_group_idrun,ReleaseDate,research_projectexp,research_projectrun,root_sample_idexp,root_sample_idrun,run_barcoderun,run_namerun,sample_idexp,sample_IDrun,SampleName,Sample_Name,screenedrun,specific_host,SRAStudy,STRAIN,work_requestexp,work_requestrun
SRR1910230,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,20456100,PRJNA231909,SAMN03399190,14421829,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951280,A3RE3,uncalculated,uncalculated,missing,321209.0,321209.0,SL-MAB,Illumina MiSeq,missing,1,Solexa-156217,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BFJK,broadinstitute.org:bsp.prod.sample:4BFJK,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1090,PDO-1090,P-MCV-0002,P-MCV-0002,G36054,G36054,A3RE3.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2UY,SM-3T2UY,A3RE3130430,130430_SL-MAB_0069_FC000000000-A3RE3,SM-4BFJK,SM-4BFJK,PRJNA231909.3109887,3109887,yes,missing,SRP056054,missing,36338,36338
SRR1910232,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,10565450,PRJNA231909,SAMN03399364,6579341,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951286,A2RDP,uncalculated,uncalculated,missing,327984.0,327984.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158018,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BZEC,broadinstitute.org:bsp.prod.sample:4BZEC,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1124,PDO-1124,P-MCV-0002,P-MCV-0002,G36160,G36160,A2RDP.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2EI,SM-3T2EI,A2RDP130513,130513_SL-MAL_0066_FC000000000-A2RDP,SM-4BZEC,SM-4BZEC,PRJNA231909.3112851,3112851,yes,missing,SRP056054,missing,36373,36373
SRR1910233,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,25033050,PRJNA231909,SAMN03399864,15780225,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951288,A2RDP,uncalculated,uncalculated,missing,324199.0,324199.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158128,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BZK8,broadinstitute.org:bsp.prod.sample:4BZK8,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1124,PDO-1124,P-MCV-0002,P-MCV-0002,G36270,G36270,A2RDP.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2MS,SM-3T2MS,A2RDP130513,130513_SL-MAL_0066_FC000000000-A2RDP,SM-4BZK8,SM-4BZK8,PRJNA231909.3115317,3115317,yes,missing,SRP056054,missing,36374,36374
SRR1910234,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,17603250,PRJNA231909,SAMN03399770,9800265,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951287,A3L91,uncalculated,uncalculated,missing,325644.0,325644.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-157252,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CGI6,broadinstitute.org:bsp.prod.sample:4CGI6,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1154,PDO-1154,P-MCV-0002,P-MCV-0002,G36471,G36471,A3L91.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2L3,SM-3T2L3,A3L91130510,130510_SL-MAL_0065_FC000000000-A3L91,SM-4CGI6,SM-4CGI6,PRJNA231909.3102978,3102978,yes,missing,SRP056054,missing,36412,36412
SRR1910235,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,27701800,PRJNA231909,SAMN03399840,17547513,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951290,A2RDP,uncalculated,uncalculated,missing,324255.0,324255.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158185,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BZLT,broadinstitute.org:bsp.prod.sample:4BZLT,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1124,PDO-1124,P-MCV-0002,P-MCV-0002,G36271,G36271,A2RDP.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2MO,SM-3T2MO,A2RDP130513,130513_SL-MAL_0066_FC000000000-A2RDP,SM-4BZLT,SM-4BZLT,PRJNA231909.3115091,3115091,yes,missing,SRP056054,missing,36374,36374
SRR1910236,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,11995200,PRJNA231909,SAMN03399866,7601075,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951297,A2RDP,uncalculated,uncalculated,missing,327968.0,327968.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158002,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BZDV,broadinstitute.org:bsp.prod.sample:4BZDV,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1124,PDO-1124,P-MCV-0002,P-MCV-0002,G36144,G36144,A2RDP.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2IO,SM-3T2IO,A2RDP130513,130513_SL-MAL_0066_FC000000000-A2RDP,SM-4BZDV,SM-4BZDV,PRJNA231909.3101403,3101403,yes,missing,SRP056054,missing,36373,36373
SRR1910237,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,18344550,PRJNA231909,SAMN03399868,12687898,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951300,A3RE3,uncalculated,uncalculated,missing,321236.0,321236.0,SL-MAB,Illumina MiSeq,missing,1,Solexa-156244,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BFKC,broadinstitute.org:bsp.prod.sample:4BFKC,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1090,PDO-1090,P-MCV-0002,P-MCV-0002,G35963,G35963,A3RE3.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2AW,SM-3T2AW,A3RE3130430,130430_SL-MAB_0069_FC000000000-A3RE3,SM-4BFKC,SM-4BFKC,PRJNA231909.3112356,3112356,yes,missing,SRP056054,missing,36338,36338
SRR1910238,AssemblyWithoutReference,AssemblyWithoutReference,WGS,202,343151338,PRJNA231909,SAMN03399867,223327274,BI,public,WGS,WGS,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951302,C2DWNACXX,uncalculated,uncalculated,missing,377559.0,377559.0,SL-HEL,Illumina HiSeq 2000,missing,8,Pond-266079,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,RANDOM,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4QG6F,broadinstitute.org:bsp.prod.sample:4QG6F,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1770,PDO-1770,P-WG-0004,P-WG-0004,G45056,G45056,C2DWN.8,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2B4,SM-3T2B4,C2DWNACXX130830,130830_SL-HEL_0088_BFCC2DWNACXX,SM-4QG6F,SM-4QG6F,PRJNA231909.3115068,3115068,yes,missing,SRP056054,missing,37544,37544
SRR1910239,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,66225600,PRJNA231909,SAMN03399869,46253339,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951301,A3RE3,uncalculated,uncalculated,missing,321235.0,321235.0,SL-MAB,Illumina MiSeq,missing,1,Solexa-156243,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BFKB,broadinstitute.org:bsp.prod.sample:4BFKB,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1090,PDO-1090,P-MCV-0002,P-MCV-0002,G36045,G36045,A3RE3.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2VA,SM-3T2VA,A3RE3130430,130430_SL-MAB_0069_FC000000000-A3RE3,SM-4BFKB,SM-4BFKB,PRJNA231909.3119788,3119788,yes,missing,SRP056054,missing,36338,36338
SRR1910241,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,31237150,PRJNA231909,SAMN03399889,20029646,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951330,A2RDP,uncalculated,uncalculated,missing,328043.0,328043.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158077,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BZG1,broadinstitute.org:bsp.prod.sample:4BZG1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1124,PDO-1124,P-MCV-0002,P-MCV-0002,G36219,G36219,A2RDP.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2PU,SM-3T2PU,A2RDP130513,130513_SL-MAL_0066_FC000000000-A2RDP,SM-4BZG1,SM-4BZG1,PRJNA231909.3106005,3106005,yes,missing,SRP056054,missing,36373,36373
SRR1910242,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7741300,PRJNA231909,SAMN03399955,5464023,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951787,A3RE3,uncalculated,uncalculated,missing,321095.0,321095.0,SL-MAB,Illumina MiSeq,missing,1,Solexa-156127,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BFGZ,broadinstitute.org:bsp.prod.sample:4BFGZ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1090,PDO-1090,P-MCV-0002,P-MCV-0002,G35924,G35924,A3RE3.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2RK,SM-3T2RK,A3RE3130430,130430_SL-MAB_0069_FC000000000-A3RE3,SM-4BFGZ,SM-4BFGZ,PRJNA231909.3114184,3114184,yes,missing,SRP056054,missing,36337,36337
SRR1910253,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,227791200,PRJNA231909,SAMN03400015,145096457,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951850,A2RDP,uncalculated,uncalculated,missing,328056.0,328056.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158090,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BZGE,broadinstitute.org:bsp.prod.sample:4BZGE,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1124,PDO-1124,P-MCV-0002,P-MCV-0002,G36157,G36157,A2RDP.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2E6,SM-3T2E6,A2RDP130513,130513_SL-MAL_0066_FC000000000-A2RDP,SM-4BZGE,SM-4BZGE,PRJNA231909.3110093,3110093,yes,missing,SRP056054,missing,36373,36373
SRR1910259,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,12004650,PRJNA231909,SAMN03400027,8393139,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951868,A3RE3,uncalculated,uncalculated,missing,321248.0,321248.0,SL-MAB,Illumina MiSeq,missing,1,Solexa-156256,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BFKO,broadinstitute.org:bsp.prod.sample:4BFKO,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1090,PDO-1090,P-MCV-0002,P-MCV-0002,G35982,G35982,A3RE3.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2AB,SM-3T2AB,A3RE3130430,130430_SL-MAB_0069_FC000000000-A3RE3,SM-4BFKO,SM-4BFKO,PRJNA231909.3107335,3107335,yes,missing,SRP056054,missing,36338,36338
SRR1910260,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,12331900,PRJNA231909,SAMN03400028,8665162,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951866,A3RE3,uncalculated,uncalculated,missing,321260.0,321260.0,SL-MAB,Illumina MiSeq,missing,1,Solexa-156268,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BFL1,broadinstitute.org:bsp.prod.sample:4BFL1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1090,PDO-1090,P-MCV-0002,P-MCV-0002,G35994,G35994,A3RE3.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2BF,SM-3T2BF,A3RE3130430,130430_SL-MAB_0069_FC000000000-A3RE3,SM-4BFL1,SM-4BFL1,PRJNA231909.3113389,3113389,yes,missing,SRP056054,missing,36338,36338
SRR1910261,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,16411150,PRJNA231909,SAMN03400023,9040748,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951864,A3L91,uncalculated,uncalculated,missing,325695.0,325695.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-157303,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CGJM,broadinstitute.org:bsp.prod.sample:4CGJM,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1154,PDO-1154,P-MCV-0002,P-MCV-0002,G36436,G36436,A3L91.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2LQ,SM-3T2LQ,A3L91130510,130510_SL-MAL_0065_FC000000000-A3L91,SM-4CGJM,SM-4CGJM,PRJNA231909.3115313,3115313,yes,missing,SRP056054,missing,36412,36412
SRR1910262,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,22510950,PRJNA231909,SAMN03400021,12629912,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX951865,A3L91,uncalculated,uncalculated,missing,325741.0,325741.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-157349,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CGMO,broadinstitute.org:bsp.prod.sample:4CGMO,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1154,PDO-1154,P-MCV-0002,P-MCV-0002,G36556,G36556,A3L91.1,2015-03-11T00:00:00Z,RP-315,RP-315,SM-3T2NS,SM-3T2NS,A3L91130510,130510_SL-MAL_0065_FC000000000-A3L91,SM-4CGMO,SM-4CGMO,PRJNA231909.3105875,3105875,yes,missing,SRP056054,missing,36413,36413
SRR1910570,AssemblyWithoutReference,AssemblyWithoutReference,WGS,202,712862646,PRJNA231909,SAMN03401178,460342919,BI,public,WGS,WGS,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952270,D2E1WACXX,uncalculated,uncalculated,missing,377773.0,377773.0,SL-HEK,Illumina HiSeq 2000,missing,2,Pond-267184,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,RANDOM,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4QJ3R,broadinstitute.org:bsp.prod.sample:4QJ3R,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1810,PDO-1810,P-WG-0004,P-WG-0004,G45237,G45237,D2E1W.2,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2E3,SM-3T2E3,D2E1WACXX130906,130906_SL-HEK_0076_BFCD2E1WACXX,SM-4QJ3R,SM-4QJ3R,PRJNA231909.3110090,3110090,yes,missing,SRP056054,missing,37603,37603
SRR1910579,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,18906300,PRJNA231909,SAMN03401189,11626437,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952281,A2G7T,uncalculated,uncalculated,missing,320969.0,320969.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155902,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE72,broadinstitute.org:bsp.prod.sample:4BE72,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35490,G35490,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2UD,SM-3T2UD,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE72,SM-4BE72,PRJNA231909.3116466,3116466,yes,missing,SRP056054,missing,36300,36300
SRR1910580,AssemblyWithoutReference,AssemblyWithoutReference,WGS,202,896814552,PRJNA231909,SAMN03401187,578292621,BI,public,WGS,WGS,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952278,D2E1WACXX,uncalculated,uncalculated,missing,377752.0,377752.0,SL-HEK,Illumina HiSeq 2000,missing,3,Pond-267163,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,RANDOM,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4QJ36,broadinstitute.org:bsp.prod.sample:4QJ36,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1810,PDO-1810,P-WG-0004,P-WG-0004,G45235,G45235,D2E1W.3,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2C3,SM-3T2C3,D2E1WACXX130906,130906_SL-HEK_0076_BFCD2E1WACXX,SM-4QJ36,SM-4QJ36,PRJNA231909.3115615,3115615,yes,missing,SRP056054,missing,37603,37603
SRR1910581,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,48273050,PRJNA231909,SAMN03401185,30998867,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952279,A3MD2,uncalculated,uncalculated,missing,327673.0,327673.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158877,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4COLK,broadinstitute.org:bsp.prod.sample:4COLK,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36760,G36760,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2RS,SM-3T2RS,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4COLK,SM-4COLK,PRJNA231909.3113032,3113032,yes,missing,SRP056054,missing,36420,36420
SRR1910583,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,55473950,PRJNA231909,SAMN03401191,35533255,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952283,A3MD2,uncalculated,uncalculated,missing,327674.0,327674.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158878,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4COLL,broadinstitute.org:bsp.prod.sample:4COLL,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36761,G36761,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2RR,SM-3T2RR,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4COLL,SM-4COLL,PRJNA231909.3112349,3112349,yes,missing,SRP056054,missing,36420,36420
SRR1910584,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,19377750,PRJNA231909,SAMN03401192,12648675,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952284,A3MD2,uncalculated,uncalculated,missing,327730.0,327730.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158934,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CON7,broadinstitute.org:bsp.prod.sample:4CON7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36830,G36830,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2PD,SM-3T2PD,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CON7,SM-4CON7,PRJNA231909.3113490,3113490,yes,missing,SRP056054,missing,36420,36420
SRR1910585,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,69341300,PRJNA231909,SAMN03401193,44601134,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952285,A3MD2,uncalculated,uncalculated,missing,327032.0,327032.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158982,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CKS4,broadinstitute.org:bsp.prod.sample:4CKS4,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36899,G36899,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2NL,SM-3T2NL,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CKS4,SM-4CKS4,PRJNA231909.3115384,3115384,yes,missing,SRP056054,missing,36421,36421
SRR1910593,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,75182450,PRJNA231909,SAMN03401201,47971996,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952295,A3MD2,uncalculated,uncalculated,missing,327027.0,327027.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158977,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CKRY,broadinstitute.org:bsp.prod.sample:4CKRY,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36892,G36892,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2NM,SM-3T2NM,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CKRY,SM-4CKRY,PRJNA231909.3115385,3115385,yes,missing,SRP056054,missing,36421,36421
SRR1910594,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,20157900,PRJNA231909,SAMN03401202,12918947,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952296,A2G7T,uncalculated,uncalculated,missing,320975.0,320975.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155908,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE78,broadinstitute.org:bsp.prod.sample:4BE78,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35374,G35374,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2EV,SM-3T2EV,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE78,SM-4BE78,PRJNA231909.3103492,3103492,yes,missing,SRP056054,missing,36300,36300
SRR1910595,AssemblyWithoutReference,AssemblyWithoutReference,WGS,202,970210848,PRJNA231909,SAMN03401203,622890373,BI,public,WGS,WGS,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952297,D2E1WACXX,uncalculated,uncalculated,missing,377753.0,377753.0,SL-HEK,Illumina HiSeq 2000,missing,1,Pond-267164,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,RANDOM,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4QJ37,broadinstitute.org:bsp.prod.sample:4QJ37,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1810,PDO-1810,P-WG-0004,P-WG-0004,G45242,G45242,D2E1W.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2F7,SM-3T2F7,D2E1WACXX130906,130906_SL-HEK_0076_BFCD2E1WACXX,SM-4QJ37,SM-4QJ37,PRJNA231909.3109753,3109753,yes,missing,SRP056054,missing,37603,37603
SRR1910596,AssemblyWithoutReference,AssemblyWithoutReference,WGS,202,869626160,PRJNA231909,SAMN03401204,559200799,BI,public,WGS,WGS,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952298,D2E1WACXX,uncalculated,uncalculated,missing,377766.0,377766.0,SL-HEK,Illumina HiSeq 2000,missing,1,Pond-267177,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,RANDOM,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4QJ3K,broadinstitute.org:bsp.prod.sample:4QJ3K,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1810,PDO-1810,P-WG-0004,P-WG-0004,G45236,G45236,D2E1W.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2DI,SM-3T2DI,D2E1WACXX130906,130906_SL-HEK_0076_BFCD2E1WACXX,SM-4QJ3K,SM-4QJ3K,PRJNA231909.3114201,3114201,yes,missing,SRP056054,missing,37603,37603
SRR1910597,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,16378600,PRJNA231909,SAMN03401205,9752033,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952299,A2G7T,uncalculated,uncalculated,missing,320949.0,320949.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155882,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE6H,broadinstitute.org:bsp.prod.sample:4BE6H,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35348,G35348,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2J1,SM-3T2J1,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE6H,SM-4BE6H,PRJNA231909.3102610,3102610,yes,missing,SRP056054,missing,36300,36300
SRR1910598,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,14197050,PRJNA231909,SAMN03401207,8766939,BI,public,16S,16S,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX952301,A2G7T,uncalculated,uncalculated,missing,320989.0,320989.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155923,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE7M,broadinstitute.org:bsp.prod.sample:4BE7M,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35404,G35404,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2HT,SM-3T2HT,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE7M,SM-4BE7M,PRJNA231909.3000086,3000086,yes,missing,SRP056054,missing,36300,36300
