Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1293098,MMRS62376181ST-27-0-0,WGS,73,76383360,PRJEB12449,SAMEA3879510,68230501,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,s3,ncbi,gs","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364670,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879510,ERS1066644,Illumina,ERS1066644,ERP013933,stool sample
ERR1293102,MMRS92727331ST-27-0-0,WGS,72,133541815,PRJEB12449,SAMEA3879511,119436510,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364674,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879511,ERS1066645,Illumina,ERS1066645,ERP013933,stool sample
ERR1293109,MMRS62666492ST-27-0-0,WGS,74,59926563,PRJEB12449,SAMEA3879513,53343615,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ncbi,s3,gs,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364681,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879513,ERS1066647,Illumina,ERS1066647,ERP013933,stool sample
ERR1293113,MMRS67096717ST-27-0-0,WGS,70,120700783,PRJEB12449,SAMEA3879514,110127851,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ncbi,gs,s3,ena","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364685,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879514,ERS1066648,Illumina,ERS1066648,ERP013933,stool sample
ERR1293114,MMRS67096717ST-27-0-0,WGS,70,115660992,PRJEB12449,SAMEA3879514,106081996,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ncbi,gs,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364686,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879514,ERS1066648,Illumina,ERS1066648,ERP013933,stool sample
ERR1293116,MMRS51728985ST-27-0-0,WGS,76,5774914,PRJEB12449,SAMEA3879515,5084392,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,s3,ncbi,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364688,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879515,ERS1066649,Illumina,ERS1066649,ERP013933,stool sample
ERR1293117,MMRS51728985ST-27-0-0,WGS,76,5957281,PRJEB12449,SAMEA3879515,5260469,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364689,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879515,ERS1066649,Illumina,ERS1066649,ERP013933,stool sample
ERR1293119,MMRS51728985ST-27-0-0,WGS,76,5778909,PRJEB12449,SAMEA3879515,5082987,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ncbi,ena,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364691,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879515,ERS1066649,Illumina,ERS1066649,ERP013933,stool sample
ERR1293121,MMRS97052561ST-27-0-0,WGS,75,83742734,PRJEB12449,SAMEA3879516,75985246,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364693,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879516,ERS1066650,Illumina,ERS1066650,ERP013933,stool sample
ERR1293122,MMRS97052561ST-27-0-0,WGS,75,87658732,PRJEB12449,SAMEA3879516,79008760,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364694,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879516,ERS1066650,Illumina,ERS1066650,ERP013933,stool sample
ERR1293132,MMRS59699117ST-27-0-0,WGS,74,38692144,PRJEB12449,SAMEA3879519,34958152,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364704,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879519,ERS1066653,Illumina,ERS1066653,ERP013933,stool sample
ERR1293134,MMRS59699117ST-27-0-0,WGS,74,37078141,PRJEB12449,SAMEA3879519,33634103,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364706,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879519,ERS1066653,Illumina,ERS1066653,ERP013933,stool sample
ERR1293135,MMRS59699117ST-27-0-0,WGS,74,34746030,PRJEB12449,SAMEA3879519,31636197,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","gs,ncbi,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364707,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879519,ERS1066653,Illumina,ERS1066653,ERP013933,stool sample
ERR1293140,MMRS24340226ST-27-0-0,WGS,73,140576190,PRJEB12449,SAMEA3879521,126230374,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364712,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879521,ERS1066655,Illumina,ERS1066655,ERP013933,stool sample
ERR1293158,MMRS57569834ST-27-0-0,WGS,79,49365422,PRJEB12449,SAMEA3879525,41631702,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","s3,ncbi,ena,gs","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364730,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879525,ERS1066659,Illumina,ERS1066659,ERP013933,stool sample
ERR1293160,MMRS95674036ST-27-0-0,WGS,74,43584182,PRJEB12449,SAMEA3879526,39122195,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,s3,ena,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364732,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879526,ERS1066660,Illumina,ERS1066660,ERP013933,stool sample
ERR1293162,MMRS95674036ST-27-0-0,WGS,74,47093964,PRJEB12449,SAMEA3879526,42215441,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","s3,ena,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364734,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879526,ERS1066660,Illumina,ERS1066660,ERP013933,stool sample
ERR1293165,MMRS71762412ST-27-0-0,WGS,76,56519041,PRJEB12449,SAMEA3879527,50971822,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","s3,ncbi,gs,ena","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364737,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879527,ERS1066661,Illumina,ERS1066661,ERP013933,stool sample
ERR1293167,MMRS71762412ST-27-0-0,WGS,77,55419999,PRJEB12449,SAMEA3879527,49866607,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,ena,s3,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364739,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879527,ERS1066661,Illumina,ERS1066661,ERP013933,stool sample
ERR1293170,MMRS51737257ST-27-0-0,WGS,74,84271816,PRJEB12449,SAMEA3879528,75069961,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,ncbi,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364742,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879528,ERS1066662,Illumina,ERS1066662,ERP013933,stool sample
ERR1293182,MMRS44203591ST-27-0-0,WGS,73,100057153,PRJEB12449,SAMEA3879531,90668676,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364754,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879531,ERS1066665,Illumina,ERS1066665,ERP013933,stool sample
ERR1293183,MMRS44203591ST-27-0-0,WGS,73,99795785,PRJEB12449,SAMEA3879531,90400053,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,s3,ncbi,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364755,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879531,ERS1066665,Illumina,ERS1066665,ERP013933,stool sample
ERR1293185,MMRS68630931ST-27-0-0,WGS,75,54768053,PRJEB12449,SAMEA3879532,48530837,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364757,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879532,ERS1066666,Illumina,ERS1066666,ERP013933,stool sample
ERR1293186,MMRS68630931ST-27-0-0,WGS,75,59476594,PRJEB12449,SAMEA3879532,52677979,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364758,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879532,ERS1066666,Illumina,ERS1066666,ERP013933,stool sample
ERR1293214,MMRS67247116ST-27-0-0,WGS,75,87395526,PRJEB12449,SAMEA3879539,77263989,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364786,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879539,ERS1066673,Illumina,ERS1066673,ERP013933,stool sample
ERR1293218,MMRS77018926ST-27-0-0,WGS,75,103042048,PRJEB12449,SAMEA3879540,90510697,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,s3,gs,ena","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364790,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879540,ERS1066674,Illumina,ERS1066674,ERP013933,stool sample
ERR1293221,MMRS39582183ST-27-0-0,WGS,78,55214910,PRJEB12449,SAMEA3879541,48256478,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,ncbi,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364793,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879541,ERS1066675,Illumina,ERS1066675,ERP013933,stool sample
ERR1293223,MMRS39582183ST-27-0-0,WGS,77,58229825,PRJEB12449,SAMEA3879541,51082774,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","s3,ena,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364795,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879541,ERS1066675,Illumina,ERS1066675,ERP013933,stool sample
ERR1293225,MMRS33294861ST-27-0-0,WGS,74,56095132,PRJEB12449,SAMEA3879542,50734568,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,ena,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364797,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879542,ERS1066676,Illumina,ERS1066676,ERP013933,stool sample
ERR1293226,MMRS33294861ST-27-0-0,WGS,75,56665768,PRJEB12449,SAMEA3879542,50705221,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ncbi,ena,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364798,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879542,ERS1066676,Illumina,ERS1066676,ERP013933,stool sample
ERR1293228,MMRS33294861ST-27-0-0,WGS,74,55248754,PRJEB12449,SAMEA3879542,50061979,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,gs,s3,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364800,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879542,ERS1066676,Illumina,ERS1066676,ERP013933,stool sample
ERR1293230,MMRS32573774ST-27-0-0,WGS,78,64901022,PRJEB12449,SAMEA3879543,56277651,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","gs,ena,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364802,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879543,ERS1066677,Illumina,ERS1066677,ERP013933,stool sample
ERR1293231,MMRS32573774ST-27-0-0,WGS,78,66672293,PRJEB12449,SAMEA3879543,58363845,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364803,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879543,ERS1066677,Illumina,ERS1066677,ERP013933,stool sample
