Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1398230,H2M514818,WGS,250,6597048750,PRJEB13870,SAMEA3951719,3635136421,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","gs,ena,s3,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469489,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951719,ERS1138853,pyrosequencing,ERS1138853,ERP015450,human gut
ERR1398232,H2M514905,WGS,250,4943345250,PRJEB13870,SAMEA3951707,2574626458,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","s3,ncbi,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469491,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951707,ERS1138841,pyrosequencing,ERS1138841,ERP015450,human gut
ERR1398233,H3M516114,WGS,250,5519944500,PRJEB13870,SAMEA3951772,2927762397,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","ena,ncbi,s3,gs","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469492,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951772,ERS1138906,pyrosequencing,ERS1138906,ERP015450,human gut
ERR1398234,H1M413827,WGS,250,5080621250,PRJEB13870,SAMEA3951673,2615458870,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469493,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951673,ERS1138807,pyrosequencing,ERS1138807,ERP015450,human gut
ERR1398235,H2M615912,WGS,250,6493366750,PRJEB13870,SAMEA3951713,3603138518,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","s3,ena,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469494,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951713,ERS1138847,pyrosequencing,ERS1138847,ERP015450,human gut
ERR1398236,H3F516111,WGS,250,5268444500,PRJEB13870,SAMEA3951769,2649823423,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","gs,ena,s3,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469495,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951769,ERS1138903,pyrosequencing,ERS1138903,ERP015450,human gut
ERR1398238,H1M412949,WGS,250,5238357250,PRJEB13870,SAMEA3951759,2709155250,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ncbi,ena,s3,gs","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469497,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951759,ERS1138893,pyrosequencing,ERS1138893,ERP015450,human gut
ERR1398239,H3M415131,WGS,250,5029093500,PRJEB13870,SAMEA3951786,2725005509,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469498,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951786,ERS1138920,pyrosequencing,ERS1138920,ERP015450,human gut
ERR1398240,H1M412837,WGS,250,5350457750,PRJEB13870,SAMEA3951683,2947025663,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469499,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951683,ERS1138817,pyrosequencing,ERS1138817,ERP015450,human gut
ERR1398246,H1M513807,WGS,250,5165219000,PRJEB13870,SAMEA3951653,2949350833,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","s3,gs,ncbi,ena","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469505,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951653,ERS1138787,pyrosequencing,ERS1138787,ERP015450,human gut
ERR1398128,H3M415140,WGS,250,5190893500,PRJEB13870,SAMEA3951791,2775883014,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","ncbi,s3,gs,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469387,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951791,ERS1138925,pyrosequencing,ERS1138925,ERP015450,human gut
ERR1398152,nHF512829,WGS,250,6055981750,PRJEB13870,SAMEA3951642,3496370112,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"sra,fastq","gs,ena,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469411,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951642,ERS1138776,pyrosequencing,ERS1138776,ERP015450,human gut
ERR1398211,H2F514910,WGS,250,5360829250,PRJEB13870,SAMEA3951711,2823063200,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","s3,ena,ncbi,gs","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469470,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951711,ERS1138845,pyrosequencing,ERS1138845,ERP015450,human gut
ERR1398224,nHM612724,WGS,250,5042985000,PRJEB13870,SAMEA3951640,2729071774,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","gs,ena,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469483,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951640,ERS1138774,pyrosequencing,ERS1138774,ERP015450,human gut
ERR1398225,H2M514943,WGS,250,5241664500,PRJEB13870,SAMEA3951743,2782928484,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","s3,ena,gs,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469484,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951743,ERS1138877,pyrosequencing,ERS1138877,ERP015450,human gut
ERR1398226,H3MX16919,WGS,250,5298276000,PRJEB13870,SAMEA3951776,2735798580,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","s3,ena,gs,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469485,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951776,ERS1138910,pyrosequencing,ERS1138910,ERP015450,human gut
ERR1398068,H1F512951,WGS,250,5661608000,PRJEB13870,SAMEA3951761,2897542044,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469327,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951761,ERS1138895,pyrosequencing,ERS1138895,ERP015450,human gut
ERR1398079,H3M616753,WGS,250,5007569750,PRJEB13870,SAMEA3951799,2749431269,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469338,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951799,ERS1138933,pyrosequencing,ERS1138933,ERP015450,human gut
ERR1398085,H3M515935,WGS,250,7308113750,PRJEB13870,SAMEA3951789,4092438751,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469344,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951789,ERS1138923,pyrosequencing,ERS1138923,ERP015450,human gut
ERR1398086,H1M512821,WGS,250,6359262750,PRJEB13870,SAMEA3951667,3646476191,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469345,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951667,ERS1138801,pyrosequencing,ERS1138801,ERP015450,human gut
ERR1398087,H1M412835,WGS,250,6541661500,PRJEB13870,SAMEA3951681,3725010296,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469346,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951681,ERS1138815,pyrosequencing,ERS1138815,ERP015450,human gut
ERR1398089,nHM612607,WGS,250,5343700250,PRJEB13870,SAMEA3951634,2834133173,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469348,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951634,ERS1138768,pyrosequencing,ERS1138768,ERP015450,human gut
ERR1398094,H1M512853,WGS,250,4968889250,PRJEB13870,SAMEA3951696,2573999621,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469353,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951696,ERS1138830,pyrosequencing,ERS1138830,ERP015450,human gut
ERR1398096,H1M513813,WGS,250,5188277250,PRJEB13870,SAMEA3951659,2699987163,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469355,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951659,ERS1138793,pyrosequencing,ERS1138793,ERP015450,human gut
ERR1398101,nHM410833,WGS,250,5073866500,PRJEB13870,SAMEA3951643,2613034076,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469360,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951643,ERS1138777,pyrosequencing,ERS1138777,ERP015450,human gut
ERR1398110,H2M413913,WGS,250,5107864750,PRJEB13870,SAMEA3951714,2739099467,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469369,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951714,ERS1138848,pyrosequencing,ERS1138848,ERP015450,human gut
ERR1398114,nHM512828,WGS,250,5053774750,PRJEB13870,SAMEA3951641,2853597268,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469373,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951641,ERS1138775,pyrosequencing,ERS1138775,ERP015450,human gut
ERR1398124,H2F413935,WGS,250,5692982750,PRJEB13870,SAMEA3951736,2970740272,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469383,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951736,ERS1138870,pyrosequencing,ERS1138870,ERP015450,human gut
ERR1398126,nHM511813,WGS,250,5524876250,PRJEB13870,SAMEA3951637,2949508049,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469385,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951637,ERS1138771,pyrosequencing,ERS1138771,ERP015450,human gut
ERR1398129,nHF511704,WGS,250,4927170250,PRJEB13870,SAMEA3951606,2688087878,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469388,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951606,ERS1138740,pyrosequencing,ERS1138740,ERP015450,human gut
ERR1398134,H3M515107,WGS,250,5640143250,PRJEB13870,SAMEA3951766,2958523525,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469393,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951766,ERS1138900,pyrosequencing,ERS1138900,ERP015450,human gut
ERR1398136,H3M419939,WGS,250,7035274250,PRJEB13870,SAMEA3951790,3871914951,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469395,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951790,ERS1138924,pyrosequencing,ERS1138924,ERP015450,human gut
ERR1398138,nHF411719,WGS,250,5608068750,PRJEB13870,SAMEA3951615,2919599358,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469397,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951615,ERS1138749,pyrosequencing,ERS1138749,ERP015450,human gut
ERR1398141,H1M613824,WGS,250,5031894000,PRJEB13870,SAMEA3951670,2670566557,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469400,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951670,ERS1138804,pyrosequencing,ERS1138804,ERP015450,human gut
ERR1398143,H2M614742,WGS,250,5262063750,PRJEB13870,SAMEA3951742,2744679891,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469402,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:57Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951742,ERS1138876,pyrosequencing,ERS1138876,ERP015450,human gut
ERR1398144,nHM510737,WGS,250,5174910750,PRJEB13870,SAMEA3951625,2525230377,BEIJING CHAOYANG HOSPITA,2015-01-05,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-16,2018-11-16,human gut,human gut,human gut,ERX1469403,China,Asia,China,39.9 N,116. 3 E,human-gut,Beijing Chaoyang Hospita,2016-11-16T17:02:46Z,2016-10-21T09:37:56Z,public,Illumina HiSeq 2500,metagenome,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,2016-11-17T00:00:00Z,SAMEA3951625,ERS1138759,pyrosequencing,ERS1138759,ERP015450,human gut
