Run,Alias,AssayType,BioProject,BioSample,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,AvgSpotLen,Bases,Bytes
ERR1620310,RSZAXPI003096-130,WGS,PRJEB15371,SAMEA4431923,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690675,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003096-130,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431923,ERS1343372,Illumina,ERS1343372,ERP017091,Stool sample from China,198,4151148577,2914468885
ERR1620312,RSZAXPI003098-132,WGS,PRJEB15371,SAMEA4431925,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690677,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003098-132,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431925,ERS1343374,Illumina,ERS1343374,ERP017091,Stool sample from China,197,4229378017,2996421725
ERR1620315,RSZAXPI003079-113,WGS,PRJEB15371,SAMEA4431928,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690680,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003079-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431928,ERS1343377,Illumina,ERS1343377,ERP017091,Stool sample from China,198,4378374957,3053415236
ERR1620320,RSZAXPI003082-116,WGS,PRJEB15371,SAMEA4431933,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690685,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003082-116,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431933,ERS1343382,Illumina,ERS1343382,ERP017091,Stool sample from China,198,4873834923,2962008835
ERR1620323,SZAXPI029552-169,WGS,PRJEB15371,SAMEA4431936,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690688,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029552-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431936,ERS1343385,Illumina,ERS1343385,ERP017091,Stool sample from China,196,5256281433,3471209467
ERR1620327,SZAXPI029556-40,WGS,PRJEB15371,SAMEA4431940,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690692,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029556-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431940,ERS1343389,Illumina,ERS1343389,ERP017091,Stool sample from China,196,5219419294,3989061173
ERR1620328,SZAXPI029557-42,WGS,PRJEB15371,SAMEA4431941,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690693,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029557-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431941,ERS1343390,Illumina,ERS1343390,ERP017091,Stool sample from China,196,5050954970,3836081502
ERR1620334,SZAXPI029563-66,WGS,PRJEB15371,SAMEA4431947,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690699,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029563-66,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431947,ERS1343396,Illumina,ERS1343396,ERP017091,Stool sample from China,195,6191360729,4086425580
ERR1620353,SZAXPI029582-100,WGS,PRJEB15371,SAMEA4431966,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690718,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029582-100,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431966,ERS1343415,Illumina,ERS1343415,ERP017091,Stool sample from China,196,5810843368,3885494194
ERR1620355,SZAXPI029584-102,WGS,PRJEB15371,SAMEA4431968,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690720,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029584-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431968,ERS1343417,Illumina,ERS1343417,ERP017091,Stool sample from China,195,5686736295,3917115604
ERR1620363,SZAXPI029592-129,WGS,PRJEB15371,SAMEA4431976,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690728,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029592-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431976,ERS1343425,Illumina,ERS1343425,ERP017091,Stool sample from China,195,6288469137,4417963993
ERR1620368,SZAXPI029596-142,WGS,PRJEB15371,SAMEA4431981,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690733,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029596-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431981,ERS1343430,Illumina,ERS1343430,ERP017091,Stool sample from China,194,5203227066,4178476956
ERR1620369,SZAXPI029597-158,WGS,PRJEB15371,SAMEA4431982,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690734,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029597-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431982,ERS1343431,Illumina,ERS1343431,ERP017091,Stool sample from China,195,5942616624,4751115871
ERR1620372,SZAXPI029492-90,WGS,PRJEB15371,SAMEA4431985,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690737,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029492-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431985,ERS1343434,Illumina,ERS1343434,ERP017091,Stool sample from China,195,5731944297,4018543649
ERR1620267,SZAXPI029550-158,WGS,PRJEB15371,SAMEA4431880,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690632,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029550-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431880,ERS1343329,Illumina,ERS1343329,ERP017091,Stool sample from China,197,5767919168,4284918015
ERR1620269,RSZAXPI003105-143,WGS,PRJEB15371,SAMEA4431882,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690634,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003105-143,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431882,ERS1343331,Illumina,ERS1343331,ERP017091,Stool sample from China,196,7478947467,5427280400
ERR1620271,SZAXPI029473-40,WGS,PRJEB15371,SAMEA4431884,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690636,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029473-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431884,ERS1343333,Illumina,ERS1343333,ERP017091,Stool sample from China,194,5177198965,4172048915
ERR1620273,RSZAXPI003108-148,WGS,PRJEB15371,SAMEA4431886,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690638,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003108-148,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431886,ERS1343335,Illumina,ERS1343335,ERP017091,Stool sample from China,197,4783948321,3391103235
ERR1620274,SZAXPI029475-44,WGS,PRJEB15371,SAMEA4431887,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690639,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029475-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431887,ERS1343336,Illumina,ERS1343336,ERP017091,Stool sample from China,195,4842091283,3808505769
ERR1620275,SZAXPI029479-64,WGS,PRJEB15371,SAMEA4431888,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690640,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029479-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431888,ERS1343337,Illumina,ERS1343337,ERP017091,Stool sample from China,194,5198205988,4139833758
ERR1620280,SZAXPI029461-129,WGS,PRJEB15371,SAMEA4431893,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690645,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029461-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431893,ERS1343342,Illumina,ERS1343342,ERP017091,Stool sample from China,197,5977759132,4233316317
ERR1620282,SZAXPI029462-133,WGS,PRJEB15371,SAMEA4431895,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690647,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029462-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431895,ERS1343344,Illumina,ERS1343344,ERP017091,Stool sample from China,198,6468185343,4488775336
ERR1620285,SZAXPI029464-140,WGS,PRJEB15371,SAMEA4431898,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690650,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029464-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431898,ERS1343347,Illumina,ERS1343347,ERP017091,Stool sample from China,197,5960870683,3624110379
ERR1620287,RSZAXPI003107-147,WGS,PRJEB15371,SAMEA4431900,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690652,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003107-147,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431900,ERS1343349,Illumina,ERS1343349,ERP017091,Stool sample from China,198,5033199784,3482408924
ERR1620289,SZAXPI029469-27,WGS,PRJEB15371,SAMEA4431902,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690654,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029469-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431902,ERS1343351,Illumina,ERS1343351,ERP017091,Stool sample from China,197,5946699692,4253414585
ERR1620297,SZAXPI029493-93,WGS,PRJEB15371,SAMEA4431910,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690662,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029493-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431910,ERS1343359,Illumina,ERS1343359,ERP017091,Stool sample from China,198,6478248625,4533458967
ERR1620302,SZAXPI029498-99,WGS,PRJEB15371,SAMEA4431915,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690667,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029498-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431915,ERS1343364,Illumina,ERS1343364,ERP017091,Stool sample from China,197,5750888237,4067532349
ERR1620304,RSZAXPI003062-102,WGS,PRJEB15371,SAMEA4431917,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690669,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003062-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431917,ERS1343366,Illumina,ERS1343366,ERP017091,Stool sample from China,196,4369369679,2796482868
ERR1620311,RSZAXPI003097-131,WGS,PRJEB15371,SAMEA4431924,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690676,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003097-131,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431924,ERS1343373,Illumina,ERS1343373,ERP017091,Stool sample from China,198,4185703338,2852994485
ERR1620330,SZAXPI029559-50,WGS,PRJEB15371,SAMEA4431943,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690695,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029559-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431943,ERS1343392,Illumina,ERS1343392,ERP017091,Stool sample from China,195,5221500571,4004161843
ERR1620332,SZAXPI029561-52,WGS,PRJEB15371,SAMEA4431945,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690697,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029561-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431945,ERS1343394,Illumina,ERS1343394,ERP017091,Stool sample from China,195,6359767586,4762916836
ERR1620333,SZAXPI029562-64,WGS,PRJEB15371,SAMEA4431946,BEIJING GENOME INSTITUTE,2013,public,fastq,ena,ena,ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690698,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029562-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431946,ERS1343395,Illumina,ERS1343395,ERP017091,Stool sample from China,,,
ERR1620347,SZAXPI029576-93,WGS,PRJEB15371,SAMEA4431960,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690712,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029576-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431960,ERS1343409,Illumina,ERS1343409,ERP017091,Stool sample from China,194,5628787049,3950387952
ERR1620349,SZAXPI029578-96,WGS,PRJEB15371,SAMEA4431962,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690714,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029578-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431962,ERS1343411,Illumina,ERS1343411,ERP017091,Stool sample from China,195,5335004382,4228392717
ERR1620377,SZAXPI029489-87,WGS,PRJEB15371,SAMEA4431990,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690742,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029489-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431990,ERS1343439,Illumina,ERS1343439,ERP017091,Stool sample from China,196,6182301236,4010089688
ERR1620255,SZAXPI029499-101,WGS,PRJEB15371,SAMEA4431868,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ncbi,s3,ena,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690620,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029499-101,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,CD-project,2016-11-16T00:00:00Z,SAMEA4431868,ERS1343317,Illumina,ERS1343317,ERP017091,Stool sample from China,195,4788954109,3672824682
ERR1620257,SZAXPI029501-104,WGS,PRJEB15371,SAMEA4431870,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,gs,ena,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690622,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029501-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431870,ERS1343319,Illumina,ERS1343319,ERP017091,Stool sample from China,196,4961580493,3760515391
ERR1620258,SZAXPI029502-105,WGS,PRJEB15371,SAMEA4431871,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690623,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029502-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431871,ERS1343320,Illumina,ERS1343320,ERP017091,Stool sample from China,195,4825779233,3710008754
